Protein1,Protein2
tr|Q8SXS0|Q8SXS0_DROME,XBmRNA12232|XBXL10_1g6527
sp|Q9V9U4|DOHH_DROME,XBmRNA2649|XBXL10_1g1511
sp|Q9VMX0|RM28_DROME,XBmRNA77367|XBXL10_1g41011
tr|Q8T0N5|Q8T0N5_DROME,XBmRNA9408|XBXL10_1g5050
tr|Q7JZ62|Q7JZ62_DROME,XBmRNA4451|XBXL10_1g2551
sp|Q9VYF8|COQ5_DROME,XBmRNA4590|XBXL10_1g2629
sp|Q9VIM5|ARPC2_DROME,XBmRNA81462|XBXL10_1g43328
sp|Q9VMC9|KFA_DROME,XBmRNA74840|XBXL10_1g39777
sp|Q9V3G3|PPIE_DROME,XBmRNA13946|XBXL10_1g7401
sp|Q9U4F3|SURF1_DROME,XBmRNA64825|XBXL10_1g34352
sp|Q9VGR7|Y6693_DROME,XBmRNA57625|XBXL10_1g30591
tr|Q9VPX4|Q9VPX4_DROME,XBmRNA4943|XBXL10_1g2798
tr|Q9VKR2|Q9VKR2_DROME,XBmRNA79945|XBXL10_1g42526
tr|O46079|O46079_DROME,XBmRNA24542|XBXL10_1g12964
tr|Q9VQA8|Q9VQA8_DROME,XBmRNA37489|XBXL10_1g20195
tr|Q9VBY2|Q9VBY2_DROME,XBmRNA69965|XBXL10_1g37100
tr|Q9VF77|Q9VF77_DROME,XBmRNA47359|XBXL10_1g25361
tr|Q9VPM0|Q9VPM0_DROME,XBmRNA57462|XBXL10_1g30507
sp|O01666|ATPG_DROME,XBmRNA24261|XBXL10_1g12847
sp|P23572|CDK1_DROME,XBmRNA56892|XBXL10_1g30210
sp|Q9VN41|SLX1_DROME,XBmRNA79078|XBXL10_1g42060
sp|P28518|XPA_DROME,XBmRNA3156|XBXL10_1g1779
tr|Q29QQ9|Q29QQ9_DROME,XBmRNA54727|XBXL10_1g29106
tr|Q9V3D0|Q9V3D0_DROME,XBmRNA26675|XBXL10_1g14143
sp|Q9VAI1|CIA30_DROME,XBmRNA68598|XBXL10_1g36232
tr|Q7JR58|Q7JR58_DROME,XBmRNA58138|XBXL10_1g30805
tr|Q9VG04|Q9VG04_DROME,XBmRNA47163|XBXL10_1g25269
sp|P48609|CDK5_DROME,XBmRNA49432|XBXL10_1g26467
sp|Q9VQ93|GOLP3_DROME,XBmRNA5963|XBXL10_1g3291
tr|Q9VTF8|Q9VTF8_DROME,XBmRNA42534|XBXL10_1g22827
tr|Q9W0A9|Q9W0A9_DROME,XBmRNA65014|XBXL10_1g34441
tr|Q7K3T4|Q7K3T4_DROME,XBmRNA51124|XBXL10_1g27291
tr|Q9V9M8|Q9V9M8_DROME,XBmRNA68485|XBXL10_1g36175
sp|Q9VD25|RPC6_DROME,XBmRNA42796|XBXL10_1g22972
sp|Q9VLS9|LACB2_DROME,XBmRNA52652|XBXL10_1g28033
tr|Q9VWF7|Q9VWF7_DROME,XBmRNA56986|XBXL10_1g30268
sp|Q9NK57|NIF3L_DROME,XBmRNA83083|XBXL10_1g44189
tr|O96881|O96881_DROME,XBmRNA2206|XBXL10_1g1331
sp|Q24547|STX1A_DROME,XBmRNA12325|XBXL10_1g6583
tr|Q7JUN9|Q7JUN9_DROME,XBmRNA53124|XBXL10_1g28287
tr|Q8SXB3|Q8SXB3_DROME,XBmRNA20786|XBXL10_1g11040
tr|Q9VG42|Q9VG42_DROME,XBmRNA42542|XBXL10_1g22831
tr|Q9XYW6|Q9XYW6_DROME,XBmRNA78221|XBXL10_1g41448
tr|Q9VH00|Q9VH00_DROME,XBmRNA59662|XBXL10_1g31548
tr|Q9VRD4|Q9VRD4_DROME,XBmRNA14112|XBXL10_1g7488
sp|Q9VUQ8|DCN1L_DROME,XBmRNA48266|XBXL10_1g25813
sp|Q9VKH6|PPT2_DROME,XBmRNA66942|XBXL10_1g35451
tr|Q9VHA1|Q9VHA1_DROME,XBmRNA58361|XBXL10_1g30902
sp|E1JIB2|IYD_DROME,XBmRNA43008|XBXL10_1g23076
sp|Q9W376|NEUFC_DROME,XBmRNA14281|XBXL10_1g7608
tr|Q9VPF6|Q9VPF6_DROME,XBmRNA52456|XBXL10_1g27945
sp|Q9W2N0|CAPZA_DROME,XBmRNA13414|XBXL10_1g7149
tr|Q9VEV6|Q9VEV6_DROME,XBmRNA75347|XBXL10_1g40061
sp|Q9V3N8|THG1_DROME,XBmRNA22246|XBXL10_1g11912
tr|Q9VCW6|Q9VCW6_DROME,XBmRNA35838|XBXL10_1g19388
tr|Q7K1C3|Q7K1C3_DROME,XBmRNA24229|XBXL10_1g12841
sp|Q8SY96|NFU1_DROME,XBmRNA28896|XBXL10_1g15469
sp|Q9VYA8|TNG2_DROME,XBmRNA4818|XBXL10_1g2739
sp|Q9VBN7|SAMC_DROME,XBmRNA37218|XBXL10_1g20092
tr|Q9VI70|Q9VI70_DROME,XBmRNA5091|XBXL10_1g2856
tr|Q9VJD0|Q9VJD0_DROME,XBmRNA23663|XBXL10_1g12626
tr|A1ZAY5|A1ZAY5_DROME,XBmRNA50956|XBXL10_1g27220
tr|A0A0B4LH78|A0A0B4LH78_DROME,XBmRNA76826|XBXL10_1g40787
tr|Q9VY79|Q9VY79_DROME,XBmRNA58197|XBXL10_1g30831
tr|Q9W230|Q9W230_DROME,XBmRNA35122|XBXL10_1g19035
tr|Q8IN02|Q8IN02_DROME,XBmRNA40611|XBXL10_1g21878
tr|Q8T3V7|Q8T3V7_DROME,XBmRNA42513|XBXL10_1g22815
tr|Q8STI6|Q8STI6_DROME,XBmRNA56839|XBXL10_1g30202
tr|A8DZ10|A8DZ10_DROME,XBmRNA82377|XBXL10_1g43768
tr|Q9VSH8|Q9VSH8_DROME,XBmRNA52748|XBXL10_1g28088
tr|A1Z6E8|A1Z6E8_DROME,XBmRNA6431|XBXL10_1g3502
tr|Q95RQ4|Q95RQ4_DROME,XBmRNA77795|XBXL10_1g41232
sp|Q8WTC1|RT15_DROME,XBmRNA13724|XBXL10_1g7292
tr|Q9VEM1|Q9VEM1_DROME,XBmRNA15578|XBXL10_1g8239
sp|A1Z6E0|GUS_DROME,XBmRNA45163|XBXL10_1g24146
tr|Q9VN60|Q9VN60_DROME,XBmRNA51200|XBXL10_1g27327
tr|Q9VAY6|Q9VAY6_DROME,XBmRNA49845|XBXL10_1g26675
tr|Q9VES8|Q9VES8_DROME,XBmRNA40198|XBXL10_1g21681
tr|Q9VD00|Q9VD00_DROME,XBmRNA51754|XBXL10_1g27581
sp|Q9VUR7|PHLP_DROME,XBmRNA71526|XBXL10_1g37829
tr|Q9VHW6|Q9VHW6_DROME,XBmRNA12326|XBXL10_1g6584
sp|P24156|L2CC_DROME,XBmRNA79599|XBXL10_1g42365
sp|Q9VEB5|SRR1L_DROME,XBmRNA4506|XBXL10_1g2577
tr|Q0E8E7|Q0E8E7_DROME,XBmRNA60151|XBXL10_1g31868
sp|P48603|CAPZB_DROME,XBmRNA64119|XBXL10_1g34003
tr|Q8SXK0|Q8SXK0_DROME,XBmRNA45263|XBXL10_1g24187
tr|O97183|O97183_DROME,XBmRNA39672|XBXL10_1g21443
tr|Q9VS44|Q9VS44_DROME,XBmRNA39652|XBXL10_1g21431
tr|Q9VQD4|Q9VQD4_DROME,XBmRNA5927|XBXL10_1g3273
tr|Q9VFA0|Q9VFA0_DROME,XBmRNA77652|XBXL10_1g41157
tr|Q9VP86|Q9VP86_DROME,XBmRNA77439|XBXL10_1g41044
sp|Q9VMP9|GNPI_DROME,XBmRNA22919|XBXL10_1g12256
sp|Q9U9P7|PITC1_DROME,XBmRNA81243|XBXL10_1g43222
tr|Q9VEJ3|Q9VEJ3_DROME,XBmRNA74723|XBXL10_1g39721
tr|Q9VHV6|Q9VHV6_DROME,XBmRNA37491|XBXL10_1g20197
sp|P46223|RL7A_DROME,XBmRNA70972|XBXL10_1g37589
tr|Q8T3V6|Q8T3V6_DROME,XBmRNA44823|XBXL10_1g23965
tr|Q8SXX0|Q8SXX0_DROME,XBmRNA55240|XBXL10_1g29391
sp|Q7JW12|TMX2_DROME,XBmRNA62376|XBXL10_1g33044
tr|Q8SZ30|Q8SZ30_DROME,XBmRNA14088|XBXL10_1g7474
sp|P38979|RSSA_DROME,XBmRNA36241|XBXL10_1g19580
sp|Q9W3R7|ATG5_DROME,XBmRNA43892|XBXL10_1g23512
tr|Q9VGW0|Q9VGW0_DROME,XBmRNA36835|XBXL10_1g19914
sp|P53997|SET_DROME,XBmRNA71077|XBXL10_1g37636
sp|Q9VVG6|COQ4_DROME,XBmRNA64539|XBXL10_1g34215
tr|Q9VNG6|Q9VNG6_DROME,XBmRNA47881|XBXL10_1g25627
sp|Q9VKY1|LIX1_DROME,XBmRNA73147|XBXL10_1g38777
sp|P55830|RS3A_DROME,XBmRNA7199|XBXL10_1g3936
sp|Q9VCE8|U692_DROME,XBmRNA72465|XBXL10_1g38355
sp|P25008|CCNC_DROME,XBmRNA43922|XBXL10_1g23527
tr|C0PVB3|C0PVB3_DROME,XBmRNA78147|XBXL10_1g41414
tr|Q9VI83|Q9VI83_DROME,XBmRNA43110|XBXL10_1g23145
sp|Q9VZU4|NDUS3_DROME,XBmRNA38441|XBXL10_1g20862
tr|Q8IR80|Q8IR80_DROME,XBmRNA77833|XBXL10_1g41263
sp|Q9XYQ2|UN119_DROME,XBmRNA12201|XBXL10_1g6509
sp|Q9VU31|EXD1_DROME,XBmRNA68589|XBXL10_1g36225
sp|P36951|HYI_DROME,XBmRNA35330|XBXL10_1g19121
tr|Q7JMZ0|Q7JMZ0_DROME,XBmRNA69915|XBXL10_1g37064
tr|Q9VU15|Q9VU15_DROME,XBmRNA8294|XBXL10_1g4461
tr|E1JH26|E1JH26_DROME,XBmRNA33905|XBXL10_1g18450
tr|Q9VK46|Q9VK46_DROME,XBmRNA30978|XBXL10_1g16501
sp|Q94535|U2AF1_DROME,XBmRNA11264|XBXL10_1g6028
sp|Q9VF71|CUTC_DROME,XBmRNA57400|XBXL10_1g30470
tr|Q9VEV3|Q9VEV3_DROME,XBmRNA28266|XBXL10_1g15166
sp|P92177|1433E_DROME,XBmRNA17617|XBXL10_1g9446
sp|P00417|COX3_DROME,XBmRNA101828|XBXL10_1g44451
tr|M9PHX2|M9PHX2_DROME,XBmRNA43855|XBXL10_1g23491
sp|Q9VWA8|FRG1_DROME,XBmRNA1260|XBXL10_1g858
tr|Q9VEU2|Q9VEU2_DROME,XBgroup50
sp|P81928|140U_DROME,XBmRNA11251|XBXL10_1g6021
sp|P41042|RS4_DROME,XBmRNA65761|XBXL10_1g34782
tr|Q9VEH2|Q9VEH2_DROME,XBmRNA1428|XBXL10_1g937
sp|Q9VPD2|NUBP2_DROME,XBmRNA77921|XBXL10_1g41295
tr|Q7KMG7|Q7KMG7_DROME,XBmRNA58175|XBXL10_1g30821
tr|Q9VYI2|Q9VYI2_DROME,XBmRNA33853|XBXL10_1g18415
tr|O76994|O76994_DROME,XBmRNA5587|XBXL10_1g3091
tr|Q9VE72|Q9VE72_DROME,XBmRNA71303|XBXL10_1g37730
sp|Q9VHB3|USB1_DROME,XBmRNA34941|XBXL10_1g18955
tr|Q9V3M2|Q9V3M2_DROME,XBmRNA57430|XBXL10_1g30482
sp|Q9Y1B2|ORC6_DROME,XBmRNA34801|XBXL10_1g18882
sp|O44342|WBL_DROME,XBmRNA10101|XBXL10_1g5414
tr|A1Z802|A1Z802_DROME,XBmRNA28253|XBXL10_1g15157
sp|Q9VN95|ENOPH_DROME,XBmRNA7864|XBXL10_1g4257
tr|A0A0B4KFD8|A0A0B4KFD8_DROME,XBmRNA50312|XBXL10_1g26874
sp|O77263|TRMB_DROME,XBmRNA15446|XBXL10_1g8166
sp|Q9VPT7|PGAP2_DROME,XBmRNA16282|XBXL10_1g8648
tr|Q9V3W7|Q9V3W7_DROME,XBmRNA13070|XBXL10_1g6979
tr|Q9VTP1|Q9VTP1_DROME,XBmRNA26915|XBXL10_1g14265
sp|A8JR14|APLF_DROME,XBmRNA42582|XBXL10_1g22853
tr|A0A0S0WGR0|A0A0S0WGR0_DROME,XBmRNA4335|XBXL10_1g2488
tr|Q9VLM9|Q9VLM9_DROME,XBmRNA6113|XBXL10_1g3355
sp|O18404|HCD2_DROME,XBmRNA71271|XBXL10_1g37714
sp|Q9VTZ6|PMM_DROME,XBmRNA77445|XBXL10_1g41047
tr|Q9VSW4|Q9VSW4_DROME,XBmRNA65549|XBXL10_1g34675
tr|Q9VBY5|Q9VBY5_DROME,XBmRNA54886|XBXL10_1g29202
tr|Q9VA97|Q9VA97_DROME,XBmRNA25584|XBXL10_1g13470
tr|Q9VKY3|Q9VKY3_DROME,XBmRNA26919|XBXL10_1g14268
sp|Q9VKD7|ZUC_DROME,XBmRNA82865|XBXL10_1g44053
tr|Q0KHZ6|Q0KHZ6_DROME,XBmRNA60438|XBXL10_1g32054
tr|Q9VM72|Q9VM72_DROME,XBmRNA50631|XBXL10_1g27025
sp|Q9VEG9|NRM_DROME,XBmRNA67076|XBXL10_1g35516
sp|P91641|MED20_DROME,XBmRNA18187|XBXL10_1g9730
tr|Q9VH82|Q9VH82_DROME,XBmRNA4150|XBXL10_1g2245
sp|Q9W4I5|FLTOP_DROME,XBmRNA69576|XBXL10_1g36900
tr|Q9VRY5|Q9VRY5_DROME,XBmRNA19237|XBXL10_1g10292
tr|Q9VI85|Q9VI85_DROME,XBmRNA5289|XBXL10_1g2956
tr|Q9VMX4|Q9VMX4_DROME,XBmRNA75763|XBXL10_1g40307
tr|Q9VFW4|Q9VFW4_DROME,XBmRNA49844|XBXL10_1g26674
sp|Q9VGG6|IDLC_DROME,XBmRNA18851|XBXL10_1g10088
sp|Q9VSS7|EVG1_DROME,XBmRNA36495|XBXL10_1g19726
sp|Q9VDT6|MRM2_DROME,XBmRNA82521|XBXL10_1g43844
tr|Q9W4U2|Q9W4U2_DROME,XBmRNA72262|XBXL10_1g38248
tr|Q7JWU9|Q7JWU9_DROME,XBmRNA39206|XBXL10_1g21164
sp|Q8MSX2|MED6_DROME,XBmRNA68273|XBXL10_1g36086
sp|Q9VF89|RM09_DROME,XBmRNA73266|XBXL10_1g38832
tr|Q8IQV0|Q8IQV0_DROME,XBmRNA21307|XBXL10_1g11348
sp|Q9VPL3|RM10_DROME,XBmRNA79470|XBXL10_1g42275
sp|Q9V3Y2|DRE2_DROME,XBmRNA34939|XBXL10_1g18953
sp|P29310|1433Z_DROME,XBmRNA55933|XBXL10_1g29723
sp|P29327|RS6_DROME,XBmRNA8825|XBXL10_1g4752
sp|P29613|TPIS_DROME,XBmRNA61199|XBXL10_1g32442
sp|Q9V412|STEEP_DROME,XBmRNA71634|XBXL10_1g37889
sp|Q9VMY1|RM24_DROME,XBmRNA69167|XBXL10_1g36670
tr|Q9VKR0|Q9VKR0_DROME,XBmRNA70661|XBXL10_1g37436
tr|Q9VEZ4|Q9VEZ4_DROME,XBmRNA81042|XBXL10_1g43109
tr|Q9VEC2|Q9VEC2_DROME,XBmRNA52110|XBXL10_1g27765
sp|Q06559|RS3_DROME,XBmRNA16507|XBXL10_1g8806
tr|Q9VK19|Q9VK19_DROME,XBmRNA56270|XBXL10_1g29888
tr|Q9VL11|Q9VL11_DROME,XBmRNA79727|XBXL10_1g42422
sp|P56538|IF6_DROME,XBmRNA73725|XBXL10_1g39087
tr|Q9VFJ1|Q9VFJ1_DROME,XBmRNA46342|XBXL10_1g24830
sp|Q95083|PSA5_DROME,XBmRNA18233|XBXL10_1g9746
tr|Q9W547|Q9W547_DROME,XBmRNA62420|XBXL10_1g33060
tr|Q9VWP2|Q9VWP2_DROME,XBmRNA74595|XBXL10_1g39670
tr|Q9V3Q4|Q9V3Q4_DROME,XBmRNA12316|XBXL10_1g6575
sp|Q9VIU7|DPM1_DROME,XBmRNA79895|XBXL10_1g42505
tr|Q8MLS2|Q8MLS2_DROME,XBmRNA592|XBXL10_1g566
tr|Q9W0F9|Q9W0F9_DROME,XBmRNA50667|XBXL10_1g27047
tr|Q8SXI2|Q8SXI2_DROME,XBmRNA34170|XBXL10_1g18560
tr|Q9VMQ6|Q9VMQ6_DROME,XBmRNA53248|XBXL10_1g28341
sp|Q9U915|KAD2_DROME,XBmRNA13884|XBXL10_1g7377
tr|A8JNT7|A8JNT7_DROME,XBmRNA4538|XBXL10_1g2598
sp|Q9VYH3|PEPE_DROME,XBmRNA76941|XBXL10_1g40828
tr|Q9VTL6|Q9VTL6_DROME,XBmRNA36406|XBXL10_1g19681
sp|Q9VR89|PNO1_DROME,XBmRNA42595|XBXL10_1g22861
tr|Q86BK8|Q86BK8_DROME,XBgroup48
tr|Q9W3T9|Q9W3T9_DROME,XBmRNA68199|XBXL10_1g36061
tr|Q9VX99|Q9VX99_DROME,XBmRNA19216|XBXL10_1g10275
sp|Q9VZD2|BN3D3_DROME,XBmRNA15679|XBXL10_1g8298
tr|Q0E8G6|Q0E8G6_DROME,XBmRNA34224|XBXL10_1g18590
sp|Q9W3C0|UTP11_DROME,XBmRNA12859|XBXL10_1g6862
sp|Q95SS8|TMM70_DROME,XBmRNA55774|XBXL10_1g29623
tr|Q9VGV9|Q9VGV9_DROME,XBmRNA42196|XBXL10_1g22636
tr|Q7JVK6|Q7JVK6_DROME,XBmRNA75992|XBXL10_1g40417
sp|P08182|CSK2B_DROME,XBgroup248
tr|Q9VSU6|Q9VSU6_DROME,XBmRNA6770|XBXL10_1g3717
sp|Q9VMA0|NSE1_DROME,XBmRNA77641|XBXL10_1g41151
sp|P40301|PSA2_DROME,XBgroup12
sp|Q9VN27|LIPT2_DROME,XBmRNA21139|XBXL10_1g11260
tr|Q8IP11|Q8IP11_DROME,XBmRNA37449|XBXL10_1g20177
tr|Q9VH66|Q9VH66_DROME,XBmRNA4034|XBXL10_1g2185
sp|Q9VXB5|RM22_DROME,XBmRNA22476|XBXL10_1g12047
sp|Q8IPX7|EXOS3_DROME,XBmRNA3364|XBXL10_1g1885
tr|Q9VV76|Q9VV76_DROME,XBmRNA81167|XBXL10_1g43177
tr|Q9VHW5|Q9VHW5_DROME,XBmRNA12327|XBXL10_1g6585
tr|Q9VQ29|Q9VQ29_DROME,XBmRNA34809|XBXL10_1g18887
sp|Q9W2Y3|NNRE_DROME,XBmRNA69235|XBXL10_1g36701
tr|Q9VK67|Q9VK67_DROME,XBmRNA67433|XBXL10_1g35716
tr|Q9VBI1|Q9VBI1_DROME,XBmRNA26087|XBXL10_1g13726
sp|P00408|COX2_DROME,XBmRNA101824|XBXL10_1g44448
sp|Q24207|BOULE_DROME,XBmRNA50794|XBXL10_1g27129
sp|Q24186|RS5A_DROME,XBmRNA72238|XBXL10_1g38240
tr|Q9VKU5|Q9VKU5_DROME,XBmRNA67304|XBXL10_1g35647
tr|Q9VMI8|Q9VMI8_DROME,XBmRNA31962|XBXL10_1g17248
sp|Q9VY93|MTNB_DROME,XBmRNA32677|XBXL10_1g17734
tr|Q9VM63|Q9VM63_DROME,XBmRNA23555|XBXL10_1g12583
sp|Q27869|PIMT_DROME,XBmRNA68559|XBXL10_1g36208
tr|Q7PL26|Q7PL26_DROME,XBmRNA53508|XBXL10_1g28465
sp|P54611|VATE_DROME,XBmRNA21659|XBXL10_1g11551
sp|Q7JVE7|SWET1_DROME,XBmRNA69867|XBXL10_1g37030
sp|Q9VVN2|RT26_DROME,XBmRNA6|XBXL10_1g4
tr|Q9VQF8|Q9VQF8_DROME,XBmRNA23488|XBXL10_1g12557
sp|P00850|ATP6_DROME,XBmRNA101827|XBXL10_1g44450
tr|Q9VRJ6|Q9VRJ6_DROME,XBmRNA79841|XBXL10_1g42482
tr|Q9VQZ0|Q9VQZ0_DROME,XBmRNA65897|XBXL10_1g34870
sp|Q8IQC1|TVP23_DROME,XBmRNA82402|XBXL10_1g43780
sp|Q7K0E3|MOB4_DROME,XBmRNA77317|XBXL10_1g40986
tr|Q9VM50|Q9VM50_DROME,XBmRNA16571|XBXL10_1g8823
tr|Q8MLW4|Q8MLW4_DROME,XBmRNA59143|XBXL10_1g31263
sp|Q9VMH7|EFM5_DROME,XBmRNA20694|XBXL10_1g11009
sp|Q9VLF6|U585_DROME,XBmRNA77896|XBXL10_1g41283
tr|Q9W0M5|Q9W0M5_DROME,XBmRNA61667|XBXL10_1g32656
tr|Q9VVW7|Q9VVW7_DROME,XBmRNA42544|XBXL10_1g22832
tr|Q9VHX6|Q9VHX6_DROME,XBmRNA43251|XBXL10_1g23214
sp|Q9W422|JOSL_DROME,XBmRNA36777|XBXL10_1g19880
tr|Q95RV5|Q95RV5_DROME,XBmRNA82139|XBXL10_1g43631
tr|Q9VZF3|Q9VZF3_DROME,XBmRNA45667|XBXL10_1g24395
sp|Q9VL13|MOB3_DROME,XBmRNA3602|XBXL10_1g2008
sp|P25228|RAB3_DROME,XBmRNA8325|XBXL10_1g4480
tr|Q9VDE2|Q9VDE2_DROME,XBmRNA78124|XBXL10_1g41401
tr|A0A0B4K7C5|A0A0B4K7C5_DROME,XBmRNA50774|XBXL10_1g27113
tr|Q9V3I2|Q9V3I2_DROME,XBmRNA73449|XBXL10_1g38913
tr|O18339|O18339_DROME,XBmRNA41832|XBXL10_1g22467
sp|Q95RA8|MOB1_DROME,XBmRNA25612|XBXL10_1g13482
tr|Q9VQJ8|Q9VQJ8_DROME,XBmRNA61425|XBXL10_1g32559
sp|Q9VAI0|GNA1_DROME,XBmRNA67774|XBXL10_1g35873
tr|Q9W3W4|Q9W3W4_DROME,XBmRNA77580|XBXL10_1g41108
tr|Q9VLI9|Q9VLI9_DROME,XBmRNA62860|XBXL10_1g33315
sp|Q9V968|GALL1_DROME,XBmRNA25559|XBXL10_1g13451
sp|O61231|RL10_DROME,XBmRNA69932|XBXL10_1g37077
sp|Q00637|SODM_DROME,XBmRNA47048|XBXL10_1g25203
sp|Q9VF27|NDUS8_DROME,XBmRNA58204|XBXL10_1g30835
tr|Q9VGV8|Q9VGV8_DROME,XBmRNA14601|XBXL10_1g7753
sp|Q9VFR1|ABITM_DROME,XBmRNA54916|XBXL10_1g29217
tr|O18335|O18335_DROME,XBgroup131
tr|X2JAQ5|X2JAQ5_DROME,XBmRNA24490|XBXL10_1g12934
sp|Q8MSW4|METL5_DROME,XBmRNA76585|XBXL10_1g40676
tr|O18333|O18333_DROME,XBmRNA55637|XBXL10_1g29568
tr|Q7KY04|Q7KY04_DROME,XBmRNA72471|XBXL10_1g38360
sp|P48604|GRPE_DROME,XBmRNA802|XBXL10_1g657
tr|Q9W2V7|Q9W2V7_DROME,XBmRNA34892|XBXL10_1g18936
sp|O76767|ERD2_DROME,XBmRNA60156|XBXL10_1g31873
tr|Q86BH3|Q86BH3_DROME,XBmRNA33549|XBXL10_1g18209
tr|A1ZB29|A1ZB29_DROME,XBmRNA48659|XBXL10_1g26006
sp|Q9VK68|PITH1_DROME,XBmRNA13918|XBXL10_1g7385
sp|Q9VCI0|ORN_DROME,XBmRNA58609|XBXL10_1g31002
tr|Q9VUG3|Q9VUG3_DROME,XBmRNA65651|XBXL10_1g34730
tr|Q7JZF5|Q7JZF5_DROME,XBgroup56
tr|Q9W3T2|Q9W3T2_DROME,XBmRNA49248|XBXL10_1g26353
sp|Q8MLY8|RS8_DROME,XBmRNA40135|XBXL10_1g21639
sp|Q8INK9|MSRB_DROME,XBmRNA23498|XBXL10_1g12562
sp|O18334|RAB6_DROME,XBmRNA16463|XBXL10_1g8777
tr|O18338|O18338_DROME,XBgroup28
tr|O76742|O76742_DROME,XBmRNA36986|XBXL10_1g19989
tr|Q9VSC6|Q9VSC6_DROME,XBmRNA34817|XBXL10_1g18891
tr|O18332|O18332_DROME,XBgroup245
tr|Q7K2B1|Q7K2B1_DROME,XBmRNA47054|XBXL10_1g25208
sp|Q7K2Y9|NTAQ1_DROME,XBmRNA56072|XBXL10_1g29787
tr|Q9W227|Q9W227_DROME,XBmRNA29644|XBXL10_1g15883
tr|Q059A4|Q059A4_DROME,XBmRNA77441|XBXL10_1g41046
tr|Q9VDC8|Q9VDC8_DROME,XBmRNA54833|XBXL10_1g29168
tr|A8JNT1|A8JNT1_DROME,XBmRNA63426|XBXL10_1g33604
tr|Q9VKJ4|Q9VKJ4_DROME,XBmRNA57333|XBXL10_1g30436
tr|Q9VH72|Q9VH72_DROME,XBmRNA67184|XBXL10_1g35574
sp|O17445|RL15_DROME,XBmRNA50821|XBXL10_1g27143
tr|Q95SH2|Q95SH2_DROME,XBmRNA71978|XBXL10_1g38089
sp|Q9VQY9|PSF2_DROME,XBmRNA34654|XBXL10_1g18797
sp|Q9VWA2|DCTD_DROME,XBmRNA1344|XBXL10_1g898
sp|P36241|RL19_DROME,XBmRNA79409|XBXL10_1g42246
tr|A1ZBK9|A1ZBK9_DROME,XBmRNA11871|XBXL10_1g6323
tr|Q9W5X0|Q9W5X0_DROME,XBmRNA9680|XBXL10_1g5213
sp|P48555|RALA_DROME,XBmRNA51348|XBXL10_1g27386
tr|Q8MLS1|Q8MLS1_DROME,XBmRNA25575|XBXL10_1g13462
tr|Q9VVX4|Q9VVX4_DROME,XBmRNA33197|XBXL10_1g17960
tr|Q9VW59|Q9VW59_DROME,XBmRNA74732|XBXL10_1g39728
tr|Q9VL75|Q9VL75_DROME,XBmRNA67398|XBXL10_1g35702
sp|Q9VE11|U488_DROME,XBmRNA77884|XBXL10_1g41278
tr|Q9W389|Q9W389_DROME,XBmRNA80241|XBXL10_1g42674
sp|Q9VKV8|CFA20_DROME,XBmRNA56298|XBXL10_1g29906
sp|P52486|UBCD4_DROME,XBmRNA6840|XBXL10_1g3759
sp|Q05856|RSMB_DROME,XBmRNA80611|XBXL10_1g42893
sp|Q9VNE1|POLZ2_DROME,XBmRNA62494|XBXL10_1g33098
sp|Q9W0C7|OPI10_DROME,XBmRNA16165|XBXL10_1g8562
tr|Q9VGP7|Q9VGP7_DROME,XBmRNA9840|XBXL10_1g5292
sp|Q9W1W9|PADC1_DROME,XBmRNA440|XBXL10_1g421
sp|P49906|TAF11_DROME,XBmRNA18122|XBXL10_1g9701
tr|Q9VT75|Q9VT75_DROME,XBmRNA71550|XBXL10_1g37844
sp|Q8IN78|TIM22_DROME,XBmRNA16778|XBXL10_1g9021
tr|Q9W1I6|Q9W1I6_DROME,XBmRNA28925|XBXL10_1g15481
tr|Q7K2Q8|Q7K2Q8_DROME,XBmRNA74786|XBXL10_1g39754
sp|P22468|GDL_DROME,XBmRNA9663|XBXL10_1g5206
sp|Q9VA91|RS7_DROME,XBgroup104
tr|Q9VD29|Q9VD29_DROME,XBmRNA57660|XBXL10_1g30610
sp|P48148|RHO1_DROME,XBmRNA13411|XBXL10_1g7147
tr|Q9W1L1|Q9W1L1_DROME,XBmRNA57266|XBXL10_1g30403
sp|P04388|RAS2_DROME,XBmRNA32482|XBXL10_1g17640
sp|Q9VMW7|ITPA_DROME,XBmRNA40555|XBXL10_1g21851
tr|Q9W1E8|Q9W1E8_DROME,XBmRNA10249|XBXL10_1g5490
tr|A1Z8B5|A1Z8B5_DROME,XBmRNA55770|XBXL10_1g29621
sp|Q9W385|FRDA_DROME,XBmRNA3712|XBXL10_1g2041
tr|Q9VUZ0|Q9VUZ0_DROME,XBgroup150
sp|P42325|NCAH_DROME,XBmRNA48967|XBXL10_1g26174
sp|P50882|RL9_DROME,XBmRNA1039|XBXL10_1g760
tr|Q9VL69|Q9VL69_DROME,XBmRNA44994|XBXL10_1g24059
tr|Q9VAX9|Q9VAX9_DROME,XBmRNA43881|XBXL10_1g23506
sp|Q9VIT2|PMVK_DROME,XBmRNA69839|XBXL10_1g37020
sp|Q9VBQ9|MED28_DROME,XBmRNA929|XBXL10_1g713
sp|Q9VS34|RL18_DROME,XBmRNA63497|XBXL10_1g33618
sp|Q7KBL8|MED29_DROME,XBmRNA67353|XBXL10_1g35671
